QED,TPSA,permeability
0.53239302,80.39000000,-5.34000020
0.23765626,131.99000000,-4.26000020
0.63583542,95.94000000,-5.67199990
0.48549306,139.28000000,-6.36999990
0.27633676,165.81000000,-5.82000020
0.32276337,157.02000000,-5.82000020
0.32276337,157.02000000,-5.30000020
0.32276337,157.02000000,-5.82000020
0.42619779,139.44000000,-5.82000020
0.42619779,139.44000000,-5.30000020
0.93983761,57.61000000,-4.38999990
0.14663527,258.43000000,-6.54000000
0.31469205,183.88000000,-6.19999980
0.67231081,100.13000000,-5.19000010
0.05552417,238.54000000,-7.76000020
0.29692560,107.08000000,-4.03000020
0.38528440,20.23000000,-4.48999980
0.74340856,87.98000000,-5.61999990
0.38327207,72.45000000,-4.59000020
0.62188929,66.38000000,-4.61999990
0.65266147,77.38000000,-4.65000010
0.48824718,107.77000000,-4.84999990
0.76923904,77.10000000,-4.17000010
0.14016402,206.60000000,-7.23000000
0.46929919,91.44000000,-6.46999980
0.27598839,190.28000000,-6.09999990
0.19750207,166.75000000,-6.26000020
0.66546010,102.29000000,-5.23000000
0.14944826,204.66000000,-4.63000010
0.80473671,98.22000000,-4.88000010
0.61643918,50.72000000,-4.80999990
0.42320019,56.79000000,-4.52000000
0.53846283,61.82000000,-4.34000020
0.53176705,92.50000000,-4.95860720
0.48805974,87.97000000,-5.69896980
0.41990488,63.95000000,-4.96127990
0.44824357,101.80000000,-4.55284210
0.41542923,84.50000000,-4.74472760
0.44926830,84.50000000,-4.56863640
0.71508700,43.38000000,-4.83992670
0.73252762,20.31000000,-3.95467710
0.71134503,91.26000000,-4.98464010
0.34409155,159.29000000,-5.56423520
0.19750207,166.75000000,-5.86169720
0.55438597,119.05000000,-5.98999980
0.86058994,49.77000000,-4.70166730
0.69616497,118.36000000,-5.88999990
0.43603494,86.05000000,-4.52000000
0.26924621,131.75000000,-5.57999990
0.78455044,12.47000000,-4.27000000
0.41788410,74.73000000,-4.46999980
0.58064061,98.74000000,-4.98999980
0.51785453,68.74000000,-4.48000000
0.45541450,69.06000000,-4.75386480
0.73252762,20.31000000,-4.94999980
0.76012128,20.31000000,-4.65999980
0.54304857,103.78000000,-6.61989400
0.66180939,62.30000000,-4.72405910
0.59916293,82.62000000,-4.96845340
0.39694894,43.70000000,-5.26000020
0.84115615,39.72000000,-4.38999990
0.47378620,63.05000000,-6.00000000
0.32600610,89.31000000,-5.94115160
0.66341679,87.30000000,-5.21422390
0.75802582,58.20000000,-4.65977760
0.81608459,58.20000000,-4.46109060
0.28948619,128.38000000,-7.03122620
0.80602039,74.60000000,-4.38876060
0.23789143,189.53000000,-5.91860720
0.23526258,206.07000000,-6.59000020
0.75350792,47.56000000,-4.16085860
0.43913674,129.59000000,-6.22998520
0.25081838,191.05000000,-5.97965100
0.60589076,116.64000000,-5.89981510
0.30137502,130.39000000,-5.76486870
0.34160681,120.12000000,-7.04787870
0.19791678,128.86000000,-6.69948480
0.89353081,84.42000000,-4.43089910
0.76591426,93.37000000,-4.82195470
0.87834911,100.25000000,-4.30999990
0.72690504,79.38000000,-4.76977590
0.60124040,113.52000000,-5.61989400
0.27525843,87.68000000,-5.13827370
0.57099448,133.10000000,-4.33127360
0.54208645,90.19000000,-5.89695450
0.36616801,165.74000000,-5.20067450
0.47873246,61.44000000,-5.13244770
0.38322010,78.43000000,-5.62946610
0.07110064,212.74000000,-5.45049860
0.04946554,311.76000000,-5.79000000
0.13834169,183.64000000,-6.29878470
0.47878844,80.39000000,-5.42999980
0.36813280,100.05000000,-4.90999980
0.36070724,124.66000000,-5.12246940
0.27774891,99.77000000,-4.93090680
0.49874917,29.96000000,-4.18055730
0.51632887,33.12000000,-4.10895250
0.67314326,12.89000000,-3.99783950
0.47397196,12.89000000,-3.88970520
0.76927916,12.47000000,-4.66227100
0.73763361,48.67000000,-4.60102990
0.34002361,95.12000000,-5.55142120
0.33087297,29.10000000,-4.00000000
0.77336125,93.29000000,-5.67081020
0.44214276,151.14000000,-5.66977600
0.28330857,147.18000000,-5.98192880
0.57971575,87.04000000,-4.50000000
0.31843649,122.16000000,-4.69948480
0.18014046,129.26000000,-5.10118630
0.32742208,99.77000000,-5.32895090
0.33695471,110.85000000,-5.69948480
0.26967034,120.08000000,-5.56931830
0.30741554,99.77000000,-5.79793980
0.25461407,102.57000000,-5.95930340
0.38387026,127.45000000,-4.79000000
0.46618613,107.22000000,-4.69999980
0.49627479,96.22000000,-4.53805350
0.42698133,118.22000000,-4.71999980
0.80165058,68.36000000,-5.16842650
0.21313148,219.84000000,-7.52143910
0.82290969,66.76000000,-4.80000020
0.11017611,239.22000000,-6.58835030
0.70009643,51.80000000,-4.88153030
0.80115995,54.56000000,-4.81879280
0.82209017,46.94000000,-4.93870930
0.71602437,42.01000000,-4.57174440
0.66014042,49.85000000,-4.58167980
0.47033006,150.28000000,-6.83134130
0.50053088,127.45000000,-6.50931930
0.47614607,55.89000000,-4.38860800
0.44703557,55.89000000,-4.79793980
0.66616734,54.02000000,-5.15807200
0.62890615,78.94000000,-5.48905800
0.69534980,59.81000000,-5.34000020
0.66977903,68.50000000,-4.87837550
0.54465570,91.02000000,-5.00000000
0.52961809,91.02000000,-5.80051520
0.50742759,91.02000000,-4.90999980
0.47105162,91.02000000,-5.29000000
0.47925846,91.02000000,-5.15999980
0.86397908,48.99000000,-4.54181720
0.56491788,42.23000000,-4.88853030
0.37784348,144.41000000,-6.39897010
0.42199584,43.09000000,-4.56931830
0.92611452,41.93000000,-4.67999980
0.67810167,46.53000000,-4.81029080
0.43845363,157.13000000,-5.69999980
0.31296147,186.37000000,-6.82000020
0.43887115,86.99000000,-5.38999990
0.85715653,29.10000000,-4.26000020
0.48960905,128.74000000,-6.23999980
0.27885249,143.14000000,-5.03000020
0.17684630,153.78000000,-5.29000000
0.43389799,107.08000000,-5.50000000
0.65954050,78.79000000,-4.17999980
0.56790872,136.64000000,-5.55999990
0.40501540,173.94000000,-6.48999980
0.09038747,276.57000000,-7.29000000
0.30512916,185.84000000,-6.09999990
0.60433036,72.12000000,-4.71000000
0.44284527,99.88000000,-5.27000000
0.60669418,101.16000000,-5.46999980
0.63100574,104.82000000,-5.69999980
0.45786812,56.56000000,-6.09999990
0.59414373,96.87000000,-5.52000000
0.62691359,87.64000000,-5.36000010
0.61582334,84.40000000,-5.32000020
0.86792419,75.71000000,-4.50000000
0.07602599,237.92000000,-5.96999980
0.15494105,134.62000000,-4.48000000
0.57068315,37.30000000,-4.67999980
0.67686228,109.36000000,-4.94999980
0.07582093,128.20000000,-5.07999990
0.34177662,156.89000000,-5.30000020
0.75715560,83.47000000,-4.84000020
